adu,destinacion,num_item,fecha,nombre_importador,m,un,cant_unidad_medida,fob_dolar,fob_total,div,pai_12,pai_13,pos_ncm,cod,monto
001,22001IC04245954U,         1,202211,MARY KAY COSMETICOS S A       ,8,01,              6120,  42315.52,  42315.52,DOL,212,212,3304.99.90,011,   1490.18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC04245954U,         1,202211,MARY KAY COSMETICOS S A       ,8,01,              6120,  42315.52,  42315.52,DOL,212,212,3304.99.90,457,     23.97                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC04245954U,         1,202211,MARY KAY COSMETICOS S A       ,8,01,              6120,  42315.52,  42315.52,DOL,212,212,3304.99.90,464,     19.39                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC04245959C,         1,202211,MARY KAY COSMETICOS S A       ,8,01,           5855.35,  28095.14,  28095.14,DOL,212,212,3304.99.90,451,      29.6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC04245959C,         1,202211,MARY KAY COSMETICOS S A       ,8,01,           5855.35,  28095.14,  28095.14,DOL,212,212,3304.99.90,468,     26.85                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC04245959C,         1,202211,MARY KAY COSMETICOS S A       ,8,01,           5855.35,  28095.14,  28095.14,DOL,212,212,3304.99.90,470,     48.47                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC05027594T,         1,202211,MARY KAY COSMETICOS S A       ,8,01,            1999.6,  43839.43,  98530.54,DOL,212,212,3304.99.90,464,     19.57                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC05027594T,         1,202211,MARY KAY COSMETICOS S A       ,8,01,            1999.6,  43839.43,  98530.54,DOL,212,212,3304.99.90,469,    104.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC05027594T,         1,202211,MARY KAY COSMETICOS S A       ,8,01,            1999.6,  43839.43,  98530.54,DOL,212,212,3304.99.90,471,     39.45                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC04131669D,         1,202211,PANALAB S A ARGENTINA         ,2,11,               387,  25853.97,  25853.97,DOL,417,417,3304.99.90,463,      3.56                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC04131669D,         1,202211,PANALAB S A ARGENTINA         ,2,11,               387,  25853.97,  25853.97,DOL,417,417,3304.99.90,465,      7.49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC04131669D,         1,202211,PANALAB S A ARGENTINA         ,2,11,               387,  25853.97,  25853.97,DOL,417,417,3304.99.90,467,      3.67                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC04131669D,         1,202211,PANALAB S A ARGENTINA         ,2,11,               387,  25853.97,  25853.97,DOL,417,417,3304.99.90,469,     42.59                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,010,     69.92                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,451,       .04                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,454,        .1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,458,       .21                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,463,       .12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,468,       .05                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         3,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               108,    269.02,   6604.65,DOL,212,212,3304.99.90,472,       .31                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         4,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               144,    458.08,   6604.65,DOL,212,212,3304.99.90,415,    128.01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         4,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               144,    458.08,   6604.65,DOL,212,212,3304.99.90,450,       1.4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         4,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               144,    458.08,   6604.65,DOL,212,212,3304.99.90,462,       .18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,010,    148.82                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,429,     21.02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,454,       .21                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,457,       .13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,460,       .07                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,462,       .23                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,467,       .08                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         5,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               180,    572.61,   6604.65,DOL,212,212,3304.99.90,471,       .15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         6,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               192,   1379.05,   6604.65,DOL,212,212,3304.99.90,010,    358.43                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         6,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               192,   1379.05,   6604.65,DOL,212,212,3304.99.90,453,       .77                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         6,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               192,   1379.05,   6604.65,DOL,212,212,3304.99.90,461,      1.01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         6,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               192,   1379.05,   6604.65,DOL,212,212,3304.99.90,465,      3.47                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06014002A,         6,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               192,   1379.05,   6604.65,DOL,212,212,3304.99.90,469,       2.8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001413L,         1,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               480,   2410.48,   2410.48,DOL,212,212,3304.99.90,454,       .87                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001413L,         1,202211,HERBALIFE INTERNATIONAL ARGENT, ,07,               480,   2410.48,   2410.48,DOL,212,212,3304.99.90,457,       .56                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,         1,202211,ANDRE MASY S.A                , ,07,                35,    374.35,   8872.94,060,410,410,3304.99.90,450,      7.86                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,         2,202211,ANDRE MASY S.A                , ,07,                35,    492.41,   8872.94,060,410,410,3304.99.90,010,    132.78                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,         4,202211,ANDRE MASY S.A                , ,07,                35,    534.34,   8872.94,060,410,410,3304.99.90,415,    154.92                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,         5,202211,ANDRE MASY S.A                , ,07,                35,    534.34,   8872.94,060,410,410,3304.99.90,011,     17.29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,         6,202211,ANDRE MASY S.A                , ,07,                35,    534.34,   8872.94,060,410,410,3304.99.90,011,     17.29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,         9,202211,ANDRE MASY S.A                , ,07,                35,    532.79,   8872.94,060,410,410,3304.99.90,422,    147.12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,        10,202211,ANDRE MASY S.A                , ,07,                35,    534.34,   8872.94,060,410,410,3304.99.90,011,     17.29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,        11,202211,ANDRE MASY S.A                , ,07,               100,      3.42,   8872.94,060,410,410,3304.99.90,415,       .99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,        11,202211,ANDRE MASY S.A                , ,07,               100,      3.42,   8872.94,060,410,410,3304.99.90,424,       .52                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC06001466T,        13,202211,ANDRE MASY S.A                , ,07,               450,      4.66,   8872.94,060,410,410,3304.99.90,424,       .71                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
033,22033ZFE1015260C,         1,202211,RIPEZZI SRL                   ,4,07,              2016,  37082.44,  36748.02,060,410,251,3304.99.90,424,   2938.38                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
033,22033ZFE1015260C,         1,202211,RIPEZZI SRL                   ,4,07,              2016,  37082.44,  36748.02,060,410,251,3304.99.90,460,      4.51                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
033,22033ZFE1015260C,         1,202211,RIPEZZI SRL                   ,4,07,              2016,  37082.44,  36748.02,060,410,251,3304.99.90,462,      2.45                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC04135550T,         1,202211,DIFFUPAR SA                   ,2,07,                 2,        .3,        .9,DOL,212,212,3304.99.90,011,       .56                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         2,202211,COTY ARGENTINA  SA            , ,07,              3200,   1560.46,  98834.46,060,426,410,3304.99.90,471,       .18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         3,202211,COTY ARGENTINA  SA            , ,07,               200,    114.43,  98834.46,060,421,410,3304.99.90,465,       .03                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         5,202211,COTY ARGENTINA  SA            , ,07,             18723,  21262.81,  98834.46,060,421,410,3304.99.90,011,    710.99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         5,202211,COTY ARGENTINA  SA            , ,07,             18723,  21262.81,  98834.46,060,421,410,3304.99.90,422,   6067.14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         5,202211,COTY ARGENTINA  SA            , ,07,             18723,  21262.81,  98834.46,060,421,410,3304.99.90,450,    312.67                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         5,202211,COTY ARGENTINA  SA            , ,07,             18723,  21262.81,  98834.46,060,421,410,3304.99.90,451,       .52                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         5,202211,COTY ARGENTINA  SA            , ,07,             18723,  21262.81,  98834.46,060,421,410,3304.99.90,471,      2.64                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         6,202211,COTY ARGENTINA  SA            , ,07,             32106,   33725.5,  98834.46,060,426,410,3304.99.90,010,   9397.71                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         6,202211,COTY ARGENTINA  SA            , ,07,             32106,   33725.5,  98834.46,060,426,410,3304.99.90,465,      8.47                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         6,202211,COTY ARGENTINA  SA            , ,07,             32106,   33725.5,  98834.46,060,426,410,3304.99.90,468,      3.85                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         6,202211,COTY ARGENTINA  SA            , ,07,             32106,   33725.5,  98834.46,060,426,410,3304.99.90,469,    144.59                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
001,22001IC06015774R,         6,202211,COTY ARGENTINA  SA            , ,07,             32106,   33725.5,  98834.46,060,426,410,3304.99.90,472,     15.64                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
073,22073IC04135959J,        17,202211,CAIMEXPRO SRL.                ,2,07,               318,      20.6,  38457.12,DOL,412,283,3304.99.90,424,      2.35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
